rentree_scolaire,region_academique,academie,departement,commune,numero_lycee,denomination_principale,patronyme,secteur,nombre_d_eleves,2ndes_gt,2ndes_gt_filles,2ndes_gt_garcons,2ndes_gt_lv1_allemand,2ndes_gt_lv1_anglais,2ndes_gt_lv1_espagnol
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0340920R,LYCEE PROF PRIVE DES METIERS,TURGOT,PRIVE,58,0,0,0,0,0,0
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0340991T,LYCEE POLYVALENT PRIVE,NEVERS,PRIVE,955,318,170,148,1,317,0
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0341736C,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MONNET,PUBLIC,1475,514,337,177,4,486,24
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0341765J,LYCEE GEN.ET TECHNOL.PRIVE,RABELAIS,PRIVE,117,30,8,22,1,29,0
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0341915X,SECTION ENSEIGNT GEN.ET TECHNO,LEGTA F BAZILLE - AGROPOLIS,PUBLIC,268,102,55,47,0,102,0
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0342225J,LPO LYCEE DES METIERS,GEORGES FRECHE,PUBLIC,130,0,0,0,0,0,0
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0342266D,LYCEE GENERAL,CITE SCOLAIRE FRANCOISE COMBES,PUBLIC,261,76,32,44,0,76,0
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0342410K,LYCEE GENERAL PRIVE,ESTABLIMENT PRIVAT LEON CORDAS,PRIVE,5,5,0,5,0,0,5
2022,OCCITANIE,MONTPELLIER,HERAULT,PEZENAS,0340059E,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MOULIN,PUBLIC,1181,432,223,209,0,408,24
2022,OCCITANIE,MONTPELLIER,HERAULT,SAINT-CLEMENT-DE-RIVIERE,0342066L,LPO LYCEE DES METIERS,JEAN JAURES,PUBLIC,1368,482,236,246,0,482,0
2022,OCCITANIE,MONTPELLIER,HERAULT,SERIGNAN,0342091N,LYCEE POLYVALENT,MARC BLOCH,PUBLIC,1125,349,195,154,1,340,8
2022,OCCITANIE,MONTPELLIER,HERAULT,SETE,0340075X,LYCEE GENERAL,PAUL VALERY,PUBLIC,550,189,112,77,0,189,0
2022,OCCITANIE,MONTPELLIER,HERAULT,SETE,0340076Y,LYCEE POLYVALENT,IRENE ET FREDERIC JOLIOT CURIE,PUBLIC,1329,460,243,217,0,460,0
2022,OCCITANIE,MONTPELLIER,HERAULT,SETE,0341523W,LYCEE POLYVALENT PRIVE,SAINT-JOSEPH,PRIVE,382,132,57,75,0,132,0
2022,OCCITANIE,MONTPELLIER,LOZERE,LANGOGNE,0480022N,LYCEE POLYVALENT PRIVE,SAINT PIERRE-SAINT PAUL,PRIVE,154,54,35,19,0,54,0
2022,OCCITANIE,MONTPELLIER,LOZERE,MARVEJOLS,0480023P,LYC POLYVAL PRIVE DES METIERS,SAINT-JOSEPH,PRIVE,141,36,23,13,0,29,7
2022,OCCITANIE,MONTPELLIER,LOZERE,MENDE,0480007X,LYCEE GENERAL ET TECHNOLOGIQUE,CHAPTAL,PUBLIC,441,162,97,65,0,136,26
2022,OCCITANIE,MONTPELLIER,LOZERE,MENDE,0480009Z,LYCEE GENERAL ET TECHNOLOGIQUE,EMILE PEYTAVIN,PUBLIC,342,110,44,66,0,108,2
2022,OCCITANIE,MONTPELLIER,LOZERE,MENDE,0480025S,LYCEE POLYVALENT PRIVE,NOTRE-DAME,PRIVE,227,73,41,32,0,73,0
2022,OCCITANIE,MONTPELLIER,LOZERE,SAINT-CHELY-D'APCHER,0480680D,LYC POLYVAL PRIVE DES METIERS,SACRE-COEUR,PRIVE,110,14,10,4,0,14,0
2022,OCCITANIE,MONTPELLIER,LOZERE,SAINT-CHELY-D'APCHER,0480688M,LPO LYCEE DES METIERS,THEOPHILE ROUSSEL,PUBLIC,245,90,61,29,0,90,0
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,ARGELES-SUR-MER,0660924W,LYCEE POLYVALENT,CHRISTIAN BOURQUIN,PUBLIC,633,205,101,104,0,195,10
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,CANET-EN-ROUSSILLON,0660856X,LPO LYCEE DES METIERS,ROSA LUXEMBURG,PUBLIC,1088,387,186,201,0,356,31
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,CERET,0660004W,LPO LYCEE DES METIERS,DEODAT DE SEVERAC,PUBLIC,593,190,123,67,0,190,0
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,FONT-ROMEU-ODEILLO-VIA,0660057D,LYCEE CLIMATIQUE,ET SPORTIF PIERRE DE COUBERTIN,PUBLIC,469,173,93,80,1,171,1
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,0660010C,LYCEE GENERAL ET TECHNOLOGIQUE,FRANCOIS ARAGO,PUBLIC,1738,649,346,303,0,570,56
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,0660011D,LPO LYCEE DES METIERS,JEAN LURCAT,PUBLIC,1204,371,248,123,0,355,16
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,0660014G,LYCEE POLYVALENT,PABLO PICASSO,PUBLIC,1305,492,237,255,0,441,51
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,0660059F,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME DE BON SECOURS,PRIVE,1055,406,240,166,0,402,4
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,0660077A,LYCEE POLYVALENT PRIVE,SAINTE-LOUISE-DE-MARILLAC,PRIVE,70,34,12,22,0,34,0
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,0660768B,LYCEE GENERAL PRIVE,SAINT-LOUIS-DE-GONZAGUE,PRIVE,475,168,91,77,0,162,6
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,0660809W,LYCEE POLYVALENT,ARISTIDE MAILLOL,PUBLIC,1310,464,246,218,0,441,23
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PRADES,0660021P,LYCEE POLYVALENT,CHARLES RENOUVIER,PUBLIC,572,183,87,96,0,166,17
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,SAINT-CYPRIEN,0660931D,LYCEE GENERAL PRIVE,SAINT PIERRE DE LA MER,PRIVE,191,74,35,39,0,74,0
2022,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,THEZA,0660907C,LYCEE GENERAL ET TECHNOLOGIQUE,ANNEXE LGT PABLO PICASSO,PUBLIC,41,0,0,0,0,0,0
2022,OCCITANIE,TOULOUSE,ARIEGE,FOIX,0090002D,LYCEE GENERAL ET TECHNOLOGIQUE,GABRIEL FAURE,PUBLIC,849,306,175,131,0,301,5
2022,OCCITANIE,TOULOUSE,ARIEGE,MIREPOIX,0090013R,LYCEE POLYVALENT,MIREPOIX,PUBLIC,373,131,66,65,0,129,2
2022,OCCITANIE,TOULOUSE,ARIEGE,PAMIERS,0090015T,LYCEE POLYVALENT,PYRENE,PUBLIC,993,327,170,157,0,295,32
2022,OCCITANIE,TOULOUSE,ARIEGE,PAMIERS,0090036R,LYCEE GENERAL PRIVE,NOTRE-DAME,PRIVE,257,101,63,38,0,101,0
2022,OCCITANIE,TOULOUSE,ARIEGE,PAMIERS,0090045A,LYCEE PROFESSIONNEL PRIVE,LES JACOBINS,PRIVE,57,0,0,0,0,0,0
2022,OCCITANIE,TOULOUSE,ARIEGE,SAINT-GIRONS,0090018W,LYCEE GENERAL,DU COUSERANS,PUBLIC,438,170,97,73,0,169,1
2022,OCCITANIE,TOULOUSE,AVEYRON,DECAZEVILLE,0120006S,LYCEE POLYVALENT,LA DECOUVERTE,PUBLIC,400,144,67,77,0,144,0
2022,OCCITANIE,TOULOUSE,AVEYRON,ESPALION,0120052S,LYCEE GENERAL PRIVE,IMMACULEE CONCEPTION,PRIVE,141,49,26,23,0,49,0
2022,OCCITANIE,TOULOUSE,AVEYRON,MILLAU,0120012Y,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN VIGO,PUBLIC,469,156,79,77,0,156,0
2022,OCCITANIE,TOULOUSE,AVEYRON,MILLAU,0120051R,LYCEE GENERAL ET TECHNO. PRIVE,JEANNE D'ARC,PRIVE,256,95,52,43,0,92,3
2022,OCCITANIE,TOULOUSE,AVEYRON,RODEZ,0120022J,LYCEE GENERAL,FERDINAND FOCH,PUBLIC,842,311,195,116,1,301,9
2022,OCCITANIE,TOULOUSE,AVEYRON,RODEZ,0120024L,LYCEE GENERAL ET TECHNOLOGIQUE,ALEXIS MONTEIL,PUBLIC,960,288,124,164,0,280,8
2022,OCCITANIE,TOULOUSE,AVEYRON,RODEZ,0121428M,LYCEE GENERAL ET TECHNO. PRIVE,LOUIS QUERBES,PRIVE,451,143,75,68,0,138,5
2022,OCCITANIE,TOULOUSE,AVEYRON,RODEZ,0121438Y,LYCEE GENERAL ET TECHNO. PRIVE,FRANCOIS D'ESTAING,PRIVE,829,284,184,100,3,280,1
2022,OCCITANIE,TOULOUSE,AVEYRON,SAINT-AFFRIQUE,0120025M,LPO LYCEE DES METIERS,JEAN JAURES,PUBLIC,264,102,58,44,0,81,21
2022,OCCITANIE,TOULOUSE,AVEYRON,SAINT-AFFRIQUE,0120059Z,LYCEE GENERAL ET TECHNO. PRIVE,SAINT-GABRIEL,PRIVE,160,44,29,15,0,44,0
2022,OCCITANIE,TOULOUSE,AVEYRON,VILLEFRANCHE-DE-ROUERGUE,0120031U,LYCEE GENERAL ET TECHNOLOGIQUE,RAYMOND SAVIGNAC,PUBLIC,339,107,57,50,0,107,0
2022,OCCITANIE,TOULOUSE,AVEYRON,VILLEFRANCHE-DE-ROUERGUE,0120061B,LYCEE GENERAL ET TECHNO. PRIVE,SAINT-JOSEPH,PRIVE,157,52,35,17,0,52,0
2022,OCCITANIE,TOULOUSE,GERS,AUCH,0320002D,LYCEE GENERAL ET TECHNOLOGIQUE,PARDAILHAN,PUBLIC,488,177,93,84,0,168,9
2022,OCCITANIE,TOULOUSE,GERS,AUCH,0320051G,LYCEE GENERAL ET TECHNO. PRIVE,ORATOIRE SAINTE-MARIE,PRIVE,280,105,61,44,1,101,3
2022,OCCITANIE,TOULOUSE,GERS,AUCH,0320067Z,LPO LYCEE DES METIERS,LE GARROS,PUBLIC,550,204,102,102,0,201,3
2022,OCCITANIE,TOULOUSE,GERS,CONDOM,0320009L,LYCEE GENERAL ET TECHNOLOGIQUE,BOSSUET,PUBLIC,421,142,89,53,0,142,0
2022,OCCITANIE,TOULOUSE,GERS,LECTOURE,0320015T,LYCEE POLYVALENT,MARECHAL LANNES,PUBLIC,240,78,40,38,0,63,15
2022,OCCITANIE,TOULOUSE,GERS,LECTOURE,0320054K,LYCEE GENERAL PRIVE,SAINT-JOSEPH,PRIVE,164,58,25,33,0,58,0
2022,OCCITANIE,TOULOUSE,GERS,L'ISLE-JOURDAIN,0320036R,LYCEE GENERAL,JOSEPH SAVERNE,PUBLIC,749,261,142,119,0,261,0
2022,OCCITANIE,TOULOUSE,GERS,MASSEUBE,0320737C,LYCEE GENERAL PRIVE,SAINT-CHRISTOPHE,PRIVE,69,16,5,11,0,16,0
2022,OCCITANIE,TOULOUSE,GERS,MIRANDE,0320023B,LYCEE POLYVALENT,ALAIN-FOURNIER,PUBLIC,202,83,48,35,0,82,1
2022,OCCITANIE,TOULOUSE,GERS,NOGARO,0320025D,LPO LYCEE DES METIERS,D'ARTAGNAN,PUBLIC,274,86,52,34,0,86,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,BAGNERES-DE-LUCHON,0311334G,LPO LYCEE DES METIERS,EDMOND ROSTAND,PUBLIC,215,84,46,38,0,55,29
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,BLAGNAC,0311126F,LYCEE GENERAL PRIVE,LE FERRADOU,PRIVE,453,173,68,105,0,173,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,BLAGNAC,0312686B,LPO LYCEE DES METIERS,SAINT-EXUPERY,PUBLIC,1190,442,228,214,1,438,2
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,CAZERES,0312995M,LYCEE POLYVALENT,MARTIN MALVY,PUBLIC,712,274,145,129,0,273,1
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,COLOMIERS,0312093G,LYCEE GENERAL ET TECHNOLOGIQUE,INTERNATIONAL VICTOR HUGO,PUBLIC,1294,474,242,232,17,427,30
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,COLOMIERS,0312355S,LYCEE GENERAL ET TECHNO. PRIVE,ORT MAURICE GRYNFOGEL,PRIVE,79,12,7,5,0,12,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,CUGNAUX,0312290W,LYCEE GENERAL ET TECHNOLOGIQUE,HENRI MATISSE,PUBLIC,1377,534,287,247,0,534,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,FONSORBES,0312754A,LYCEE GENERAL,CLEMENCE ROYER,PUBLIC,1038,371,193,178,0,371,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,FRONTON,0312696M,LYCEE GENERAL,PIERRE BOURDIEU,PUBLIC,1032,441,223,218,0,441,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,GOURDAN-POLIGNAN,0310017A,LPO LYCEE DES METIERS,PAUL MATHOU,PUBLIC,356,135,68,67,0,126,9
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,GRAGNAGUE,0313083H,LYCEE POLYVALENT,SIMONE DE BEAUVOIR,PUBLIC,609,467,234,233,0,467,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,MURET,0310024H,LYCEE POLYVALENT,PIERRE D'ARAGON,PUBLIC,1295,425,242,183,1,397,27
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,MURET,0312822Z,LPO LYCEE DES METIERS,CHARLES DE GAULLE,PUBLIC,775,233,91,142,0,233,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,PIBRAC,0312938A,LYCEE GENERAL ET TECHNOLOGIQUE,NELSON MANDELA,PUBLIC,989,350,175,175,0,350,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,PINS-JUSTARET,0312744P,LYCEE POLYVALENT,JEAN-PIERRE VERNANT,PUBLIC,1343,484,233,251,0,484,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,REVEL,0310028M,LYCEE GENERAL ET TECHNOLOGIQUE,VINCENT AURIOL,PUBLIC,428,150,69,81,0,150,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,SAINT-GAUDENS,0310032S,LYCEE GENERAL ET TECHNOLOGIQUE,DE BAGATELLE,PUBLIC,686,232,130,102,0,224,8
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,SAINT-GAUDENS,0311131L,LYCEE POLYVALENT PRIVE,SAINTE-THERESE,PRIVE,148,52,29,23,0,43,9
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,SAINT-JORY,0313016K,LYCEE GENERAL PRIVE,ENSEMBLE SCOLAIRE SAINTE GENEV,PRIVE,132,56,34,22,0,56,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,SAINT-ORENS-DE-GAMEVILLE,0312289V,LYCEE GENERAL ET TECHNOLOGIQUE,PIERRE-PAUL RIQUET,PUBLIC,1449,521,231,290,1,519,1
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,SEILH,0311132M,LYCEE GENERAL PRIVE,L' ANNONCIATION,PRIVE,280,95,46,49,0,95,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0310036W,LYCEE GENERAL,PIERRE DE FERMAT,PUBLIC,949,359,160,199,1,335,1
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0310038Y,LYCEE POLYVALENT,BELLEVUE,PUBLIC,1629,572,287,285,0,572,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0310039Z,LYCEE GENERAL ET TECHNOLOGIQUE,MARCELIN BERTHELOT,PUBLIC,978,342,178,164,0,342,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0310040A,LYCEE POLYVALENT,RAYMOND NAVES,PUBLIC,1300,354,174,180,0,354,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0310041B,LYCEE GENERAL,SAINT-SERNIN,PUBLIC,1580,552,313,239,26,490,35
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0310044E,LYCEE POLYVALENT,DEODAT DE SEVERAC,PUBLIC,994,277,109,168,0,277,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0310046G,LPO LYCEE DES METIERS,HOTELLERIE ET TOURISME,PUBLIC,226,0,0,0,0,0,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0310047H,LYCEE GENERAL ET TECHNOLOGIQUE,OZENNE,PUBLIC,989,321,198,123,1,319,1
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0310053P,LP LYCEE DES METIERS,URBAIN VITRY,PUBLIC,19,0,0,0,0,0,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0311133N,LYCEE GENERAL ET TECHNO. PRIVE,LE CAOUSOU,PRIVE,599,220,107,113,1,219,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0311134P,LYCEE POLYVALENT PRIVE,EMILIE DE RODAT,PRIVE,690,259,122,137,0,187,72
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0311138U,LYCEE POLYVALENT PRIVE,LES MARISTES TOULOUSE,PRIVE,170,65,27,38,0,65,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0311145B,LYCEE GENERAL TECHNOLOGIQUE PR,SAINT-JOSEPH - LA SALLE,PRIVE,868,272,130,142,0,272,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0311146C,LYCEE GENERAL ET TECHNO. PRIVE,SAINTE-MARIE DES CHAMPS,PRIVE,760,225,144,81,0,224,1
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0311147D,LYCEE GENERAL ET TECHNO. PRIVE,SAINTE-MARIE DE NEVERS,PRIVE,872,223,132,91,0,219,4
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0311323V,LYCEE GENERAL ET TECHNOLOGIQUE,JOSEPHINE BAKER,PUBLIC,781,271,166,105,0,270,1
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0311586F,LYCEE GENERAL ET TECHNOLOGIQUE,TOULOUSE-LAUTREC,PUBLIC,1472,560,299,261,0,554,6
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0311902Z,LYCEE GENERAL ET TECHNOLOGIQUE,STEPHANE HESSEL,PUBLIC,1246,336,143,193,0,336,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0312267W,LYCEE GENERAL ET TECHNOLOGIQUE,DES ARENES,PUBLIC,777,220,144,76,3,216,1
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0312356T,LYCEE GENERAL PRIVE,OHR TORAH - LEDER INSTITUT,PRIVE,59,21,9,12,0,21,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,0312759F,LPO LYCEE DES METIERS,JOSEPH GALLIENI,PUBLIC,133,0,0,0,0,0,0
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOURNEFEUILLE,0312746S,LYCEE POLYVALENT,MARIE LOUISE DISSARD FRANCOISE,PUBLIC,1248,431,208,223,6,405,20
2022,OCCITANIE,TOULOUSE,HAUTE-GARONNE,VILLEFRANCHE-DE-LAURAGAIS,0312915A,LYCEE POLYVALENT,LEON BLUM,PUBLIC,818,300,144,156,0,300,0
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,ARGELES-GAZOST,0650001Y,LYCEE CLIMATIQUE,RENE BILLERES,PUBLIC,296,104,57,47,0,78,26
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,BAGNERES-DE-BIGORRE,0650005C,LPO LYCEE DES METIERS,VICTOR DURUY,PUBLIC,334,116,63,53,0,112,4
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,LANNEMEZAN,0650012K,LYCEE GENERAL,MICHELET,PUBLIC,467,193,102,91,0,176,17
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,LOURDES,0650014M,LP LYCEE DES METIERS,DE L'ARROUZA,PUBLIC,31,0,0,0,0,0,0
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,LOURDES,0650040R,LYCEE GENERAL ET TECHNOLOGIQUE,LA SERRE DE SARSAN,PUBLIC,203,61,31,30,0,61,0
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,LOURDES,0650058K,LYCEE GENERAL PRIVE,PEYRAMALE SAINT-JOSEPH,PRIVE,240,107,53,54,0,107,0
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,MONLEON-MAGNOAC,0650885J,LYCEE POLYVALENT PRIVE,NOTRE-DAME DE GARAISON,PRIVE,147,49,28,21,0,46,3
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,TARBES,0650025Z,LYCEE GENERAL,THEOPHILE GAUTIER,PUBLIC,670,269,155,114,0,267,2
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,TARBES,0650026A,LYCEE GENERAL ET TECHNOLOGIQUE,MARIE CURIE,PUBLIC,1129,313,194,119,0,313,0
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,TARBES,0650027B,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN DUPUY,PUBLIC,695,241,102,139,2,232,7
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,TARBES,0650062P,LYCEE GENERAL PRIVE,JEANNE D'ARC,PRIVE,211,89,46,43,0,88,1
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,TARBES,0650065T,LYCEE TECHNOLOGIQUE PRIVE,PRADEAU-LA SEDE SAINT-PIERRE,PRIVE,211,62,25,37,0,59,3
2022,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,VIC-EN-BIGORRE,0650038N,LYCEE GENERAL,PIERRE MENDES FRANCE,PUBLIC,263,106,62,44,0,93,13
2022,OCCITANIE,TOULOUSE,LOT,CAHORS,0460007H,LYCEE GENERAL ET TECHNOLOGIQUE,CLEMENT MAROT,PUBLIC,958,309,193,116,0,291,18
2022,OCCITANIE,TOULOUSE,LOT,CAHORS,0460038S,LYCEE GENERAL ET TECHNO. PRIVE,SAINT-ETIENNE,PRIVE,225,83,51,32,0,83,0
2022,OCCITANIE,TOULOUSE,LOT,CAHORS,0460493L,LPO LYCEE DES METIERS,GASTON MONNERVILLE,PUBLIC,403,151,49,102,0,145,5
2022,OCCITANIE,TOULOUSE,LOT,FIGEAC,0460010L,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN-FRANCOIS CHAMPOLLION,PUBLIC,562,173,93,80,0,171,2
2022,OCCITANIE,TOULOUSE,LOT,FIGEAC,0460039T,LYCEE POLYVALENT PRIVE,JEANNE D'ARC,PRIVE,248,90,48,42,0,90,0
2022,OCCITANIE,TOULOUSE,LOT,GOURDON,0460013P,LYCEE POLYVALENT,LEO FERRE,PUBLIC,229,93,56,37,0,93,0
2022,OCCITANIE,TOULOUSE,LOT,SAINT-CERE,0460026D,LYCEE GENERAL,JEAN LURCAT,PUBLIC,352,150,84,66,0,150,0
2022,OCCITANIE,TOULOUSE,LOT,SOUILLAC,0460028F,LPO LYCEE DES METIERS,LOUIS VICAT,PUBLIC,159,62,33,29,0,60,1
2022,OCCITANIE,TOULOUSE,LOT,SOUILLAC,0460529A,LP LYCEE DES METIERS,HOTELIER QUERCY-PERIGORD,PUBLIC,38,0,0,0,0,0,0
2022,OCCITANIE,TOULOUSE,TARN,ALBI,0810004P,LYCEE POLYVALENT,LOUIS RASCOL,PUBLIC,1152,345,127,218,0,331,0
2022,OCCITANIE,TOULOUSE,TARN,ALBI,0810005R,LYCEE GENERAL,BELLEVUE,PUBLIC,796,287,179,108,0,287,0
2022,OCCITANIE,TOULOUSE,TARN,ALBI,0810006S,LYCEE GENERAL,LAPEROUSE,PUBLIC,569,201,126,75,0,166,24
2022,OCCITANIE,TOULOUSE,TARN,ALBI,0810068J,LYCEE GENERAL ET TECHNO. PRIVE,D'AMBOISE,PRIVE,365,119,69,50,0,119,0
2022,OCCITANIE,TOULOUSE,TARN,ALBI,0810095N,LYCEE TECHNOLOGIQUE PRIVE,SAINTE-CECILE,PRIVE,219,42,29,13,0,40,2
2022,OCCITANIE,TOULOUSE,TARN,CARMAUX,0810012Y,LYCEE POLYVALENT,JEAN JAURES,PUBLIC,438,154,81,73,0,154,0
2022,OCCITANIE,TOULOUSE,TARN,CASTRES,0810018E,LP LYCEE DES METIERS,ANNE VEAUTE,PUBLIC,7,0,0,0,0,0,0
2022,OCCITANIE,TOULOUSE,TARN,CASTRES,0810071M,LYCEE GENERAL PRIVE,BARRAL,PRIVE,364,139,71,68,5,132,2
2022,OCCITANIE,TOULOUSE,TARN,CASTRES,0810103X,LYCEE GENERAL ET TECHNO. PRIVE,NOTRE-DAME,PRIVE,286,93,59,34,0,88,5
2022,OCCITANIE,TOULOUSE,TARN,CASTRES,0810959C,LYCEE POLYVALENT,BORDE BASSE,PUBLIC,1537,518,258,260,0,518,0
2022,OCCITANIE,TOULOUSE,TARN,GAILLAC,0810023K,LYCEE GENERAL ET TECHNOLOGIQUE,VICTOR HUGO,PUBLIC,1009,367,205,162,1,355,10
2022,OCCITANIE,TOULOUSE,TARN,GAILLAC,0810075S,LYCEE GENERAL PRIVE,SAINT-JOSEPH DE L'APPARITION,PRIVE,137,43,33,10,0,43,0
2022,OCCITANIE,TOULOUSE,TARN,LAVAUR,0810030T,LYCEE GENERAL,LAS CASES,PUBLIC,785,257,124,133,0,255,2
2022,OCCITANIE,TOULOUSE,TARN,MAZAMET,0810033W,LYCEE GENERAL ET TECHNOLOGIQUE,MARECHAL SOULT,PUBLIC,444,137,67,70,0,135,2
2022,OCCITANIE,TOULOUSE,TARN,MAZAMET,0810079W,LYCEE GENERAL ET TECHNO. PRIVE,ENSEMBLE SCOLAIRE JEANNE D'ARC,PRIVE,149,60,36,24,0,60,0
2022,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,CASTELSARRASIN,0820004J,LPO LYCEE DES METIERS,JEAN DE PRADES,PUBLIC,399,163,90,73,0,163,0
2022,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,MOISSAC,0820016X,LYCEE GENERAL,FRANCOIS MITTERRAND,PUBLIC,478,176,97,79,0,173,3
2022,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,MONTAUBAN,0820020B,LYCEE GENERAL,JULES MICHELET,PUBLIC,1026,343,222,121,7,299,37
2022,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,MONTAUBAN,0820021C,LYCEE POLYVALENT,BOURDELLE,PUBLIC,1520,449,222,227,5,432,12
