rentree_scolaire,region_academique,academie,departement,commune,numero_lycee,denomination_principale,patronyme,secteur,nombre_d_eleves,2ndes_gt,2ndes_gt_filles,2ndes_gt_garcons,2ndes_gt_lv1_allemand,2ndes_gt_lv1_anglais,2ndes_gt_lv1_espagnol
2022,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,PAU,0640130U,LYCEE GEN.ET TECHNOL.PRIVE,IMMAC.CONCEPT.BEAU FRENE,PRIVE,583,213,100,113,1,206,6
2022,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,PAU,0640131V,LYCEE GEN.ET TECHNOL.PRIVE,ST DOMINIQUE,PRIVE,520,182,98,84,1,181,0
2022,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,PAU,0641732K,LYCEE GENERAL ET TECHNOLOGIQUE,SAINT-JOHN PERSE,PUBLIC,894,303,168,135,0,266,37
2022,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,SAINT-JEAN-DE-LUZ,0640065Y,LYCEE GENERAL,MAURICE RAVEL,PUBLIC,692,257,156,101,0,182,75
2022,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,SAINT-JEAN-DE-LUZ,0640134Y,LYCEE GEN.ET TECHNOL.PRIVE,ST THOMAS D AQUIN,PRIVE,632,239,131,108,0,198,41
2022,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,SAINT-JEAN-PIED-DE-PORT,0641844G,LYCEE POLYVALENT,DE NAVARRE,PUBLIC,258,80,49,31,0,56,24
2022,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,USTARITZ,0640137B,LYCEE GENERAL ET TECHNOLOGIQUE,SAINT JOSEPH,PRIVE,246,74,43,31,0,60,14
2022,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,ARGENTAT-SUR-DORDOGNE,0190056H,LYCEE ENS. GENERAL PRIVE,INST JEANNE D ARC,PRIVE,56,29,16,13,0,29,0
2022,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,BRIVE-LA-GAILLARDE,0190010H,LYCEE GENERAL ET TECHNOLOGIQUE,GEORGES CABANIS,PUBLIC,803,305,112,193,0,305,0
2022,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,BRIVE-LA-GAILLARDE,0190011J,LYCEE GENERAL,D ARSONVAL,PUBLIC,1102,377,258,119,0,353,24
2022,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,BRIVE-LA-GAILLARDE,0190012K,LYCEE POLYVALENT,SIMONE VEIL,PUBLIC,462,102,60,42,0,102,0
2022,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,BRIVE-LA-GAILLARDE,0190058K,OGEC EDMOND MICHELET,LYCEE BOSSUET,PRIVE,604,209,125,84,0,209,0
2022,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,BRIVE-LA-GAILLARDE,0190083M,LYCEE POLYVALENT PRIVE,MARGUERITE BAHUET,PRIVE,130,23,16,7,0,22,1
2022,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,EGLETONS,0190018S,LPO LYCEE DES METIERS,PIERRE CARAMINOT,PUBLIC,259,83,41,42,0,83,0
2022,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,TULLE,0190032G,LYCEE GENERAL ET TECHNOLOGIQUE,EDMOND PERRIER,PUBLIC,1036,348,182,166,9,339,0
2022,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,USSEL,0190038N,LYCEE GENERAL ET TECHNOLOGIQUE,BERNART DE VENTADOUR,PUBLIC,444,157,99,58,0,157,0
2022,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,USSEL,0190062P,LYCEE POLYVALENT PRIVE,NOTRE DAME DE LA PROVIDENCE,PRIVE,13,0,0,0,0,0,0
2022,NOUVELLE-AQUITAINE,LIMOGES,CREUSE,AUBUSSON,0230002C,LYCEE GENERAL ET TECHNOLOGIQUE,EUGENE JAMOT,PUBLIC,302,133,77,56,0,133,0
2022,NOUVELLE-AQUITAINE,LIMOGES,CREUSE,GUERET,0230020X,LYCEE GENERAL ET TECHNOLOGIQUE,PIERRE BOURDAN,PUBLIC,642,200,124,76,0,200,0
2022,NOUVELLE-AQUITAINE,LIMOGES,CREUSE,GUERET,0230051F,LYCEE POLYVALENT,JEAN FAVARD,PUBLIC,604,196,90,106,0,196,0
2022,NOUVELLE-AQUITAINE,LIMOGES,CREUSE,LA SOUTERRAINE,0230025C,LYCEE GENERAL ET TECHNOLOGIQUE,RAYMOND LOEWY,PUBLIC,328,117,73,44,0,117,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,BELLAC,0870003F,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN GIRAUDOUX,PUBLIC,336,118,78,40,0,118,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,0870015U,LYCEE GENERAL,GAY LUSSAC,PUBLIC,1165,428,226,202,1,427,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,0870016V,LYCEE GENERAL,LEONARD LIMOSIN,PUBLIC,819,290,167,123,0,290,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,0870017W,LYCEE GENERAL ET TECHNOLOGIQUE,AUGUSTE RENOIR,PUBLIC,1071,343,220,123,1,342,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,0870019Y,LYCEE POLYVALENT,SUZANNE VALADON,PUBLIC,862,235,170,65,0,235,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,0870056N,LYCEE POLYVALENT,TURGOT,PUBLIC,692,235,60,175,2,233,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,0870081R,LYCEE GEN.ET TECHNOL.PRIVE,BEAUPEYRAT,PRIVE,212,78,30,48,0,78,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,0870118F,LYCEE GENERAL ET TECHNOLOGIQUE,RAOUL DAUTRY,PUBLIC,850,305,120,185,0,305,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,0870864S,LYCEE ENSEIGNEMENT GENERAL PRI,ST JEAN,PRIVE,603,197,111,86,1,196,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,0871030X,LPO LYCEE DES METIERS,JEAN MONNET,PUBLIC,46,0,0,0,0,0,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,SAINT-JUNIEN,0870040W,LYCEE GENERAL ET TECHNOLOGIQUE,PAUL ELUARD,PUBLIC,478,178,103,75,0,178,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,SAINT-LEONARD-DE-NOBLAT,0870045B,LYCEE GENERAL,BERNARD PALISSY,PUBLIC,318,104,57,47,0,104,0
2022,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,SAINT-YRIEIX-LA-PERCHE,0870050G,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN BAPTISTE DARNET,PUBLIC,323,81,50,31,0,81,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,ANGOULEME,0160002R,LYCEE GENERAL ET TECHNOLOGIQUE,GUEZ DE BALZAC,PUBLIC,1123,359,191,168,1,357,1
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,ANGOULEME,0160003S,LYCEE GENERAL ET TECHNOLOGIQUE,MARGUERITE DE VALOIS,PUBLIC,1068,372,210,162,0,348,24
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,ANGOULEME,0160004T,LYCEE GENERAL ET TECHNOLOGIQUE,CHARLES A COULOMB,PUBLIC,949,319,131,188,0,319,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,ANGOULEME,0160062F,LYCEE GEN.ET TECHNOL.PRIVE,SAINT PAUL,PRIVE,488,163,76,87,0,163,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,ANGOULEME,0160079Z,LYCEE GENERAL ET TECHNOL PRIVE,SAINTE MARTHE CHAVAGNES,PRIVE,388,122,71,51,0,122,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,ANGOULEME,0161095D,LYCEE GENERAL ET TECHNOLOGIQUE,IMAGE ET SON,PUBLIC,699,229,155,74,0,229,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,BARBEZIEUX-SAINT-HILAIRE,0160010Z,LYCEE GENERAL ET TECHNOLOGIQUE,ELIE VINET,PUBLIC,525,187,102,85,0,187,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,COGNAC,0160020K,LYCEE POLYVALENT,JEAN MONNET,PUBLIC,768,302,160,142,0,302,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,COGNAC,0160065J,LYCEE GENERAL PRIVE,DE BEAULIEU,PRIVE,260,81,43,38,0,81,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,CONFOLENS,0160022M,LYCEE POLYVALENT,EMILE ROUX,PUBLIC,452,162,90,72,0,162,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,SAINT-YRIEIX-SUR-CHARENTE,0160083D,LYCEE POLYVALENT PRIVE,SAINT JOSEPH L'AMANDIER,PRIVE,6,0,0,0,0,0,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,BOURCEFRANC-LE-CHAPUS,0171428K,LYCEE TECHNOLOGIQUE,LYCEE DE LA MER ET DU LITTORAL,PUBLIC,557,211,119,92,0,211,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,JONZAC,0170135E,LPO LYCEE DES METIERS,JEAN HYPPOLITE,PUBLIC,631,234,132,102,0,234,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,0170027M,LYCEE GENERAL ET TECHNOLOGIQUE,RENE JOSUE VALIN,PUBLIC,1442,509,308,201,0,509,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,0170028N,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN DAUTET,PUBLIC,1483,456,274,182,27,403,26
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,0170029P,LYCEE GENERAL ET TECHNOLOGIQUE,LEONCE VIELJEUX,PUBLIC,1385,455,227,228,0,455,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,0170100S,LYCEE POLYVALENT PRIVE,FENELON NOTRE-DAME,PRIVE,691,226,111,115,0,226,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,0171405K,LYCEE POLYVALENT,HOTELIER,PUBLIC,131,0,0,0,0,0,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,0171418Z,LYCEE GENERAL ET TECHNOLOGIQUE,SAINT-EXUPERY,PUBLIC,843,300,146,154,0,300,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,PONS,0170020E,LPO LYCEE DES METIERS,EMILE COMBES,PUBLIC,509,196,108,88,0,196,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,PONT-L'ABBE-D'ARNOULT,0170098P,LYCEE GEN.ET TECHNOL.PRIVE,LA SALLE SAINT LOUIS,PRIVE,420,152,82,70,0,152,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,ROCHEFORT,0170022G,LYCEE GENERAL ET TECHNOLOGIQUE,MAURICE MERLEAU-PONTY,PUBLIC,1283,376,229,147,1,375,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,ROCHEFORT,0171455P,LPO LYCEE DES METIERS,MARCEL DASSAULT,PUBLIC,363,122,29,93,0,122,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,ROYAN,0170042D,LYCEE GENERAL ET TECHNOLOGIQUE,CORDOUAN,PUBLIC,1134,388,213,175,0,385,3
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,SAINTES,0170058W,LYCEE GENERAL ET TECHNOLOGIQUE,BELLEVUE,PUBLIC,936,296,199,97,0,296,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,SAINTES,0170060Y,LYCEE GENERAL ET TECHNOLOGIQUE,BERNARD PALISSY,PUBLIC,753,281,122,159,0,281,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,SAINTES,0170103V,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME DE RECOUVRANCE,PRIVE,189,57,39,18,0,57,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,SAINT-JEAN-D'ANGELY,0170051N,LYCEE POLYVALENT,LOUIS AUDOUIN DUBREUIL,PUBLIC,555,192,103,89,0,192,0
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,SAINT-TROJAN-LES-BAINS,0171472H,ETABLISSEMENT EXPERIMENTAL,CEPMO,PUBLIC,93,32,16,16,2,29,1
2022,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,SURGERES,0170070J,LPO LYCEE DES METIERS,DU PAYS D'AUNIS,PUBLIC,235,125,58,67,0,125,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,BRESSUIRE,0790007D,LYCEE GENERAL ET TECHNOLOGIQUE,MAURICE GENEVOIX,PUBLIC,1050,364,214,150,0,364,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,BRESSUIRE,0790080H,LYCEE POLYVALENT PRIVE,SAINT JOSEPH,PRIVE,391,140,90,50,0,140,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,MELLE,0790019S,LYCEE GENERAL ET TECHNOLOGIQUE,JOSEPH DESFONTAINES,PUBLIC,552,204,119,85,0,204,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,NIORT,0790023W,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MACE,PUBLIC,1101,374,222,152,0,374,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,NIORT,0790024X,LYCEE GENERAL ET TECHNOLOGIQUE,PAUL GUERIN,PUBLIC,965,334,167,167,0,334,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,NIORT,0790078F,LYCEE POLYVALENT PRIVE,SAINT ANDRE,PRIVE,884,292,159,133,0,292,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,NIORT,0791062A,LYCEE GENERAL ET TECHNOLOGIQUE,VENISE VERTE,PUBLIC,1085,315,184,131,0,315,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,PARTHENAY,0790029C,LYCEE GENERAL ET TECHNOLOGIQUE,ERNEST PEROCHON,PUBLIC,747,263,161,102,0,263,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,SAINT-MAIXENT-L'ECOLE,0790031E,LPO LYCEE DES METIERS,DU HAUT VAL DE SEVRE,PUBLIC,403,167,99,68,0,167,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,SAINT-MAIXENT-L'ECOLE,0791188M,ETABLISSEMENT EXPERIMENTAL,MICRO LYCEE DU HAUT VAL DE SEV,PUBLIC,33,0,0,0,0,0,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,THOUARS,0790036K,LYCEE GENERAL ET TECHNOLOGIQUE,CITE SCOLAIRE JEAN MOULIN,PUBLIC,472,156,82,74,0,156,0
2022,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,THOUARS,0790058J,LYCEE GEN.ET TECHNOL.PRIVE,SAINT CHARLES,PRIVE,186,60,33,27,0,60,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,CHATELLERAULT,0860003L,LYCEE GENERAL ET TECHNOLOGIQUE,MARCELIN BERTHELOT,PUBLIC,738,229,147,82,0,229,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,CHATELLERAULT,0860005N,LYCEE GENERAL ET TECHNOLOGIQUE,CITE TECHNIQUE EDOUARD BRANLY,PUBLIC,636,232,105,127,0,232,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,CIVRAY,0860009T,LYCEE GENERAL ET TECHNOLOGIQUE,ANDRE THEURIET,PUBLIC,420,152,93,59,0,152,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,JAUNAY-MARIGNY,0861223M,LYCEE GENERAL ET TECHNOLOGIQUE,PILOTE INNOVANT INTERNATIONAL,PUBLIC,578,190,106,84,0,190,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,LOUDUN,0860021F,LYCEE GENERAL ET TECHNOLOGIQUE,GUY CHAUVET,PUBLIC,449,172,105,67,1,170,1
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,MONTMORILLON,0860028N,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MOULIN,PUBLIC,494,166,86,80,0,166,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,POITIERS,0860034V,LYCEE GENERAL ET TECHNOLOGIQUE,VICTOR HUGO,PUBLIC,1076,358,234,124,2,302,30
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,POITIERS,0860035W,LYCEE GENERAL ET TECHNOLOGIQUE,CAMILLE GUERIN,PUBLIC,829,273,146,127,0,273,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,POITIERS,0860037Y,LYCEE POLYVALENT,NELSON MANDELA,PUBLIC,725,261,82,179,0,261,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,POITIERS,0860038Z,LYCEE GENERAL ET TECHNOLOGIQUE,ALIENOR D AQUITAINE,PUBLIC,974,327,202,125,0,327,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,POITIERS,0860755D,LYC GEN TECH PRIVE DES METIERS,ISAAC DE L'ETOILE (FEUILLANTS),PRIVE,762,327,176,151,0,327,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,POITIERS,0860774Z,LYCEE POLYVALENT PRIVE DES MET,ST JACQUES DE COMPOSTELLE,PRIVE,317,77,54,23,0,77,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,POITIERS,0860903P,LYCEE GEN.ET TECHNOL.PRIVE,UNION CHRETIENNE,PRIVE,301,100,51,49,0,100,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,POITIERS,0861228T,LYCEE GENERAL ET TECHNOLOGIQUE,DU BOIS D'AMOUR,PUBLIC,1028,351,211,140,33,318,0
2022,NOUVELLE-AQUITAINE,POITIERS,VIENNE,POITIERS,0861408N,LYCEE POLYVALENT,KYOTO,PUBLIC,65,0,0,0,0,0,0
2022,OCCITANIE,MONTPELLIER,AUDE,CARCASSONNE,0110004V,LYCEE GENERAL ET TECHNOLOGIQUE,PAUL SABATIER,PUBLIC,1297,435,239,196,0,435,0
2022,OCCITANIE,MONTPELLIER,AUDE,CARCASSONNE,0110007Y,LPO LYCEE DES METIERS,JULES FIL,PUBLIC,797,270,151,119,7,224,39
2022,OCCITANIE,MONTPELLIER,AUDE,CARCASSONNE,0110045P,LYCEE POLYVALENT PRIVE,SAINT LOUIS,PRIVE,233,92,53,39,0,91,1
2022,OCCITANIE,MONTPELLIER,AUDE,CASTELNAUDARY,0110012D,LYCEE POLYVALENT,GERMAINE TILLION,PUBLIC,826,322,166,156,1,297,24
2022,OCCITANIE,MONTPELLIER,AUDE,LEZIGNAN-CORBIERES,0111048E,LYCEE POLYVALENT,ERNEST FERROUL,PUBLIC,799,287,156,131,0,287,0
2022,OCCITANIE,MONTPELLIER,AUDE,LIMOUX,0110019L,LYCEE POLYVALENT,JACQUES RUFFIE,PUBLIC,574,202,114,88,0,200,2
2022,OCCITANIE,MONTPELLIER,AUDE,NARBONNE,0110022P,LYCEE GENERAL ET TECHNOLOGIQUE,DOCTEUR LACROIX,PUBLIC,1101,402,219,183,18,384,0
2022,OCCITANIE,MONTPELLIER,AUDE,NARBONNE,0110023R,LYCEE POLYVALENT,LOUISE MICHEL,PUBLIC,1320,367,172,195,1,366,0
2022,OCCITANIE,MONTPELLIER,AUDE,NARBONNE,0110670U,LYC POLYVAL PRIVE DES METIERS,BEAUSEJOUR,PRIVE,440,154,86,68,0,154,0
2022,OCCITANIE,MONTPELLIER,GARD,ALES,0300002P,LPO LYCEE DES METIERS,JEAN-BAPTISTE DUMAS,PUBLIC,1045,389,220,169,0,389,0
2022,OCCITANIE,MONTPELLIER,GARD,ALES,0300077W,LYCEE GEN.ET TECHNOL.PRIVE,BELLEVUE,PRIVE,573,216,113,103,1,213,2
2022,OCCITANIE,MONTPELLIER,GARD,ALES,0300125Y,LYCEE POLYVALENT PRIVE,DE LA SALLE,PRIVE,488,175,86,89,0,175,0
2022,OCCITANIE,MONTPELLIER,GARD,BAGNOLS-SUR-CEZE,0300950V,LYCEE POLYVALENT,ALBERT EINSTEIN,PUBLIC,1270,424,238,186,0,424,0
2022,OCCITANIE,MONTPELLIER,GARD,LE VIGAN,0300052U,LYCEE POLYVALENT,ANDRE CHAMSON,PUBLIC,361,123,84,39,1,122,0
2022,OCCITANIE,MONTPELLIER,GARD,MILHAUD,0301654K,LPO LYCEE DES METIERS,GENEVIEVE DE GAULLE-ANTHONIOZ,PUBLIC,1021,348,176,172,0,327,21
2022,OCCITANIE,MONTPELLIER,GARD,NIMES,0300021K,LYCEE GENERAL ET TECHNOLOGIQUE,ALPHONSE DAUDET,PUBLIC,1540,514,281,233,15,499,0
2022,OCCITANIE,MONTPELLIER,GARD,NIMES,0300023M,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT CAMUS,PUBLIC,1417,457,278,179,0,439,18
2022,OCCITANIE,MONTPELLIER,GARD,NIMES,0300026R,LYCEE GENERAL ET TECHNOLOGIQUE,DHUODA,PUBLIC,914,343,63,280,0,343,0
2022,OCCITANIE,MONTPELLIER,GARD,NIMES,0300027S,LPO LYCEE DES METIERS,ERNEST HEMINGWAY,PUBLIC,829,274,170,104,0,274,0
2022,OCCITANIE,MONTPELLIER,GARD,NIMES,0300080Z,LYCEE POLYVALENT PRIVE,EMMANUEL D ALZON,PRIVE,1117,401,182,219,18,233,124
2022,OCCITANIE,MONTPELLIER,GARD,NIMES,0300083C,LYCEE GEN.ET TECHNOL.PRIVE,SAINT STANISLAS,PRIVE,295,99,53,46,0,99,0
2022,OCCITANIE,MONTPELLIER,GARD,NIMES,0300127A,LYC POLYVAL PRIVE DES METIERS,ST VINCENT DE PAUL,PRIVE,587,169,129,40,0,169,0
2022,OCCITANIE,MONTPELLIER,GARD,NIMES,0301552Z,LYCEE GENERAL ET TECHNOLOGIQUE,PHILIPPE LAMOUR,PUBLIC,1219,454,260,194,0,449,5
2022,OCCITANIE,MONTPELLIER,GARD,SAINT-CHRISTOL-LES-ALES,0301778V,LPO LYCEE DES METIERS,JACQUES PREVERT,PUBLIC,734,272,150,122,0,250,22
2022,OCCITANIE,MONTPELLIER,GARD,SOMMIERES,0301862L,LYCEE POLYVALENT,LUCIE AUBRAC,PUBLIC,416,247,150,97,0,247,0
2022,OCCITANIE,MONTPELLIER,GARD,UZES,0300047N,LYCEE POLYVALENT,DES METIERS D'ART CHARLES GIDE,PUBLIC,1009,396,210,186,0,372,24
2022,OCCITANIE,MONTPELLIER,GARD,VILLENEUVE-LES-AVIGNON,0301722J,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN VILAR,PUBLIC,1317,504,260,244,1,503,0
2022,OCCITANIE,MONTPELLIER,HERAULT,AGDE,0340002T,LYCEE POLYVALENT,AUGUSTE LOUBATIERES,PUBLIC,1037,357,183,174,0,357,0
2022,OCCITANIE,MONTPELLIER,HERAULT,BEDARIEUX,0340005W,LYCEE GENERAL,FERDINAND FABRE,PUBLIC,268,113,66,47,0,113,0
2022,OCCITANIE,MONTPELLIER,HERAULT,BEZIERS,0340009A,LYCEE GENERAL ET TECHNOLOGIQUE,HENRI IV,PUBLIC,1121,399,210,189,0,399,0
2022,OCCITANIE,MONTPELLIER,HERAULT,BEZIERS,0340011C,LYCEE POLYVALENT,JEAN MOULIN,PUBLIC,1546,554,276,278,0,554,0
2022,OCCITANIE,MONTPELLIER,HERAULT,BEZIERS,0340871M,LYCEE GEN.ET TECHNOL.PRIVE,LA TRINITE,PRIVE,614,208,126,82,0,200,8
2022,OCCITANIE,MONTPELLIER,HERAULT,BEZIERS,0340992U,LYCEE PROFESSIONNEL PRIVE,LE SACRE COEUR,PRIVE,23,0,0,0,0,0,0
2022,OCCITANIE,MONTPELLIER,HERAULT,CASTELNAU-LE-LEZ,0341921D,LYCEE POLYVALENT,GEORGES POMPIDOU,PUBLIC,1231,436,232,204,0,436,0
2022,OCCITANIE,MONTPELLIER,HERAULT,CLERMONT-L'HERAULT,0340023R,LYCEE GENERAL ET TECHNOLOGIQUE,RENE GOSSE,PUBLIC,664,233,133,100,0,229,4
2022,OCCITANIE,MONTPELLIER,HERAULT,CLERMONT-L'HERAULT,0342298N,LYCEE GENERAL PRIVE,SAINT-GUILHEM,PRIVE,111,41,22,19,0,41,0
2022,OCCITANIE,MONTPELLIER,HERAULT,GIGNAC,0342436N,LYCEE POLYVALENT,SIMONE VEIL,PUBLIC,540,261,127,134,0,261,0
2022,OCCITANIE,MONTPELLIER,HERAULT,LA GRANDE-MOTTE,0342175E,LYCEE POLYVALENT PRIVE,LA MERCI LITTORAL,PRIVE,452,148,73,75,0,148,0
2022,OCCITANIE,MONTPELLIER,HERAULT,LATTES,0341794R,LPO LYCEE DES METIERS,JEAN-FRANCOIS CHAMPOLLION,PUBLIC,1106,415,201,214,0,415,0
2022,OCCITANIE,MONTPELLIER,HERAULT,LODEVE,0340028W,LYCEE POLYVALENT,JOSEPH VALLOT,PUBLIC,457,152,92,60,0,152,0
2022,OCCITANIE,MONTPELLIER,HERAULT,LUNEL,0340030Y,LYCEE POLYVALENT,LOUIS FEUILLADE,PUBLIC,960,343,189,154,0,343,0
2022,OCCITANIE,MONTPELLIER,HERAULT,LUNEL,0342090M,LYCEE POLYVALENT,VICTOR HUGO,PUBLIC,944,347,168,179,0,347,0
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTFERRIER-SUR-LEZ,0341521U,LYCEE POLYVALENT PRIVE,ST JOSEPH PIERRE ROUGE,PRIVE,246,83,21,62,0,82,1
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0340038G,LYCEE GENERAL ET TECHNOLOGIQUE,JOFFRE,PUBLIC,1656,532,268,264,2,501,29
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0340039H,LYCEE GENERAL ET TECHNOLOGIQUE,GEORGES CLEMENCEAU,PUBLIC,1026,410,216,194,40,370,0
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0340040J,LYCEE POLYVALENT,JULES GUESDE,PUBLIC,1939,675,401,274,0,622,21
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0340042L,LYCEE POLYVALENT,JEAN MERMOZ,PUBLIC,1741,565,251,314,0,565,0
2022,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,0340881Y,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME DE LA MERCI,PRIVE,1293,435,232,203,2,425,8
